experiment_id,hardware_pass,seed,run_group,variant,payload_version,abort_reason,abort_reason_name,abort_lane,calib_complete,bist_done,bitstream_sha256,sdf_sha256,nextpnr_json_sha256,hardware_pass_int,selected_features_present,selected_features_total,selected_features_fraction,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq14_ctrl_3_dqs_vs_dq_bit_value_ps,skew_abs_ld_minus_cntvaluein_dq_median_idelay_ld_cntvaluein_skew_lane1_no_bit_ctrl_0_ld_vs_cntvaluein_dq_lane_value_ps,skew_abs_dqs_minus_dq_median_idelay_cntvaluein_skew_lane1_dqs1_ctrl_4_dqs_vs_dq_lane_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq12_ctrl_3_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq7_ctrl_3_dqs_vs_dq_bit_value_ps,skew_abs_ld_minus_cntvaluein_dqs_idelay_ld_cntvaluein_skew_lane0_dqs0_ctrl_0_ld_vs_cntvaluein_dqs_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq5_ctrl_2_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq0_ctrl_1_dqs_vs_dq_bit_value_ps,direct_cntvaluein_bus_skew_idelay_dqs_cntvaluein_lane0_dqs0_ctrl_none_dqs0_value_ps,direct_lane_spread_idelay_dqs_cntvaluein_lane0_no_bit_ctrl_none_lane_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq8_ctrl_4_dqs_vs_dq_bit_value_ps,skew_signed_dqs_bus_skew_minus_dq_median_idelay_cntvaluein_skew_lane0_dqs0_ctrl_none_dqs_vs_dq_bus_skew_value_ps,direct_control_fanout_spread_idelay_data_cntvaluein_lane1_no_bit_ctrl_4_lane_control_bit_value_ps,skew_dq_lane_range_idelay_cntvaluein_skew_lane1_no_bit_ctrl_4_dq_lane_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq6_ctrl_4_dqs_vs_dq_bit_value_ps,skew_signed_dqs_bus_skew_minus_dq_median_idelay_cntvaluein_skew_lane1_dqs1_ctrl_none_dqs_vs_dq_bus_skew_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq1_ctrl_0_dqs_vs_dq_bit_value_ps,skew_signed_lane1_minus_lane0_dq_median_idelay_cntvaluein_skew_all_no_bit_ctrl_1_lane1_vs_lane0_dq_value_ps,skew_signed_lane1_minus_lane0_dq_median_idelay_cntvaluein_skew_all_no_bit_ctrl_0_lane1_vs_lane0_dq_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq9_ctrl_3_dqs_vs_dq_bit_value_ps,skew_signed_ld_dqs_minus_dq_median_idelay_ld_skew_lane0_dqs0_ctrl_none_dqs_vs_dq_lane_value_ps,skew_signed_ld_minus_cntvaluein_dqs_idelay_ld_cntvaluein_skew_lane0_dqs0_ctrl_0_ld_vs_cntvaluein_dqs_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq2_ctrl_0_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq6_ctrl_0_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq15_ctrl_0_dqs_vs_dq_bit_value_ps,direct_cntvaluein_bus_skew_idelay_data_cntvaluein_lane1_dq10_ctrl_none_dq10_value_ps,direct_cntvaluein_bus_skew_idelay_data_cntvaluein_lane1_dq8_ctrl_none_dq8_value_ps,direct_direct_max_idelay_data_cntvaluein_lane0_dq6_ctrl_2_endpoint_value_ps,direct_cntvaluein_bus_skew_idelay_data_cntvaluein_lane1_dq9_ctrl_none_dq9_value_ps,direct_direct_max_idelay_data_cntvaluein_lane0_dq7_ctrl_2_endpoint_value_ps,direct_cntvaluein_bus_skew_idelay_data_cntvaluein_lane1_dq13_ctrl_none_dq13_value_ps,skew_signed_ld_minus_cntvaluein_dq_median_idelay_ld_cntvaluein_skew_lane0_no_bit_ctrl_2_ld_vs_cntvaluein_dq_lane_value_ps,direct_cntvaluein_bus_skew_idelay_data_cntvaluein_lane1_dq15_ctrl_none_dq15_value_ps,skew_abs_ld_minus_cntvaluein_dqs_idelay_ld_cntvaluein_skew_lane0_dqs0_ctrl_3_ld_vs_cntvaluein_dqs_value_ps,direct_direct_max_idelay_data_cntvaluein_lane0_dq2_ctrl_2_endpoint_value_ps,direct_cntvaluein_bus_skew_idelay_data_cntvaluein_lane1_dq14_ctrl_none_dq14_value_ps,skew_signed_lane1_minus_lane0_dqs_idelay_cntvaluein_skew_all_no_bit_ctrl_4_lane1_vs_lane0_dqs_value_ps,skew_signed_ld_minus_cntvaluein_dq_median_idelay_ld_cntvaluein_skew_lane1_no_bit_ctrl_2_ld_vs_cntvaluein_dq_lane_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq11_ctrl_2_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq5_ctrl_0_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq7_ctrl_2_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq6_ctrl_2_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq8_ctrl_2_dqs_vs_dq_bit_value_ps,skew_abs_lane1_minus_lane0_dqs_idelay_cntvaluein_skew_all_no_bit_ctrl_4_lane1_vs_lane0_dqs_value_ps,skew_abs_ld_minus_cntvaluein_dq_median_idelay_ld_cntvaluein_skew_lane1_no_bit_ctrl_2_ld_vs_cntvaluein_dq_lane_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq9_ctrl_0_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq13_ctrl_3_dqs_vs_dq_bit_value_ps,direct_direct_max_idelay_data_cntvaluein_lane0_dq1_ctrl_2_endpoint_value_ps,skew_signed_ld_minus_cntvaluein_dqs_idelay_ld_cntvaluein_skew_lane0_dqs0_ctrl_4_ld_vs_cntvaluein_dqs_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq2_ctrl_4_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq10_ctrl_4_dqs_vs_dq_bit_value_ps,skew_abs_ld_minus_cntvaluein_dqs_idelay_ld_cntvaluein_skew_lane1_dqs1_ctrl_3_ld_vs_cntvaluein_dqs_value_ps,direct_direct_max_idelay_data_cntvaluein_lane0_dq0_ctrl_2_endpoint_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq7_ctrl_0_dqs_vs_dq_bit_value_ps,skew_signed_lane1_minus_lane0_dqs_idelay_cntvaluein_skew_all_no_bit_ctrl_1_lane1_vs_lane0_dqs_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq3_ctrl_0_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq2_ctrl_2_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq0_ctrl_4_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_median_idelay_cntvaluein_skew_lane0_dqs0_ctrl_4_dqs_vs_dq_lane_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane0_dq4_ctrl_4_dqs_vs_dq_bit_value_ps,skew_abs_lane1_minus_lane0_dqs_idelay_cntvaluein_skew_all_no_bit_ctrl_1_lane1_vs_lane0_dqs_value_ps,direct_control_fanout_spread_idelay_data_cntvaluein_lane0_no_bit_ctrl_2_lane_control_bit_value_ps,skew_dq_lane_range_idelay_cntvaluein_skew_lane0_no_bit_ctrl_2_dq_lane_value_ps,skew_abs_ld_minus_cntvaluein_dq_median_idelay_ld_cntvaluein_skew_lane0_no_bit_ctrl_1_ld_vs_cntvaluein_dq_lane_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq13_ctrl_0_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq11_ctrl_0_dqs_vs_dq_bit_value_ps,skew_signed_dqs_minus_dq_median_idelay_cntvaluein_skew_lane1_dqs1_ctrl_0_dqs_vs_dq_lane_value_ps,skew_signed_lane1_minus_lane0_dq_median_idelay_cntvaluein_skew_all_no_bit_ctrl_2_lane1_vs_lane0_dq_value_ps,skew_signed_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq10_ctrl_0_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq10_ctrl_3_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq12_ctrl_4_dqs_vs_dq_bit_value_ps,skew_abs_dqs_minus_dq_bit_idelay_cntvaluein_skew_lane1_dq11_ctrl_1_dqs_vs_dq_bit_value_ps
baseline-no-lock-seed-1,True,1,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,93559ae7c9e7dd011567a22638637edc9f0bd9ff10be7305a0c23f2ce7d0b66b,c2f319a25f55bf581918e9a4f9036da7048906b073c5e5cf11cc628a411e9137,3d1cc46caeaca30c360b5edc65ede420a4a83ac6dc97ebefd5eac49ee3f02447,1,72,72,1.0,141.0,56.0,138.0,157.0,368.0,18.0,785.0,409.0,363.0,363.0,92.0,-485.5,688.0,688.0,132.0,164.5,291.0,-542.5,-223.0,-1.0,77.0,18.0,201.0,304.0,196.0,602.0,623.0,1315.0,414.0,1402.0,710.0,511.0,471.0,54.0,1360.0,449.0,-359.0,239.0,740.0,215.0,558.0,645.0,832.0,359.0,239.0,112.0,134.0,1179.0,57.0,82.0,39.0,295.0,1266.0,117.0,-259.0,423.0,600.0,190.0,9.5,24.0,259.0,227.0,227.0,360.0,-120.0,-33.0,39.0,-86.0,35.0,248.0,125.0,252.0
baseline-no-lock-seed-2,False,2,baseline_no_lock_seed_1_30,baseline-no-lock,3,2,check_starting_data_search_exhausted,1,False,False,58d98bf2ee14c53be84767f9a12fe617fe496597058a6274c94c40390f8e7a8d,e16b71cb53aadb5572187e876636267c4e0fa16a18afbd3f40caea33c934f341,d582230f04640a2a289a940454234d1225db026971788b4537bfc22cfd18fe41,0,72,72,1.0,707.0,311.0,82.5,876.0,1034.0,211.0,541.0,43.0,886.0,886.0,38.0,90.0,495.0,495.0,107.0,54.0,-57.0,-322.0,-149.5,804.0,-72.5,-211.0,163.0,10.0,227.0,625.0,900.0,1429.0,483.0,1427.0,609.0,229.5,478.0,620.0,1335.0,567.0,-25.0,138.0,481.0,-1.0,196.0,194.0,483.0,25.0,138.0,227.0,704.0,1243.0,266.0,11.0,145.0,646.0,1162.0,-240.0,-261.0,82.0,288.0,91.0,39.5,5.0,261.0,430.0,430.0,344.5,-59.0,-140.0,-167.5,-214.5,-215.0,880.0,61.0,186.0
baseline-no-lock-seed-3,True,3,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,37941b5110c32fd142923804c79231341566159845140393e4c45fa469c99a76,f8068e2fdef337b1cd074844bafdcb49ab8111feaf5f4679b30edd6b401cb08f,b9a4b6714cc4d29177ad690c2442814c11facb30573f7eb638f00505a9aac87b,1,72,72,1.0,53.0,299.5,96.5,143.0,183.0,418.0,683.0,50.0,734.0,734.0,186.0,168.5,352.0,352.0,650.0,-100.5,-480.0,-394.0,-556.0,413.0,49.0,418.0,-526.0,-431.0,137.0,1075.0,640.0,2342.0,314.0,2395.0,858.0,-316.5,514.0,53.0,2177.0,805.0,-204.0,-196.0,-543.0,-172.0,-677.0,-624.0,-452.0,204.0,196.0,84.0,275.0,2309.0,764.0,555.0,7.0,178.0,2217.0,-424.0,-447.0,-113.0,-459.0,372.0,503.5,548.0,447.0,224.0,224.0,72.5,-77.0,-166.0,-228.5,-323.5,-291.0,229.0,91.0,108.0
baseline-no-lock-seed-4,True,4,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,9b9bf3e3c216ce40258f75e470ad48b94a711fd256c3851ab0f205a7ede6017f,5e6e763d3a85aa63d6196438a1526341584d4f5c72e3a1c6f698437dddc8cc9d,c1c1a05368d4caef460f3f950d9dcc7c4098c11b5c5a976e5245e3932fb4f8ff,1,72,72,1.0,140.0,266.5,313.5,224.0,230.0,170.0,79.0,70.0,443.0,443.0,331.0,-655.0,383.0,383.0,958.0,-346.0,137.0,-101.5,-281.5,-31.0,-155.0,-170.0,176.0,83.0,191.0,579.0,617.0,1921.0,431.0,1840.0,477.0,-160.5,384.0,107.0,1838.0,605.0,-221.0,-91.5,-383.0,367.0,-163.0,-244.0,-559.0,221.0,91.5,273.0,99.0,1945.0,70.0,863.0,426.0,174.0,2059.0,150.0,-8.0,374.0,-161.0,507.0,812.0,856.0,8.0,303.0,303.0,480.0,133.0,140.0,166.5,-232.0,142.0,173.0,479.0,94.0
baseline-no-lock-seed-5,True,5,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,305999d6de19c6f5cf8bc77740479ec966eb25390b79b63b0997503471cc9df8,9193ddaae557f9dc183c3858a90aa1b9e861b2a088d52eb7301bfdf1b339d766,f0f31e4a431d704b241b56614c8bb3d5411f793ab301daeb3b38d9b152b7fb57,1,72,72,1.0,139.0,28.0,215.5,35.0,176.0,99.0,66.0,326.0,296.0,296.0,345.0,-126.0,471.0,471.0,311.0,-197.5,-214.0,-414.0,-213.0,202.0,-176.5,99.0,-309.0,-403.0,120.0,513.0,623.0,1894.0,145.0,1891.0,461.0,115.5,147.0,49.0,1800.0,695.0,-413.0,450.0,-80.0,-26.0,-415.0,-418.0,-79.0,413.0,450.0,36.0,64.0,1707.0,247.0,215.0,352.0,431.0,1710.0,-396.0,-278.0,61.0,-324.0,113.0,164.5,209.0,278.0,353.0,353.0,42.0,-189.0,-306.0,-396.5,-537.5,-487.0,47.0,438.0,189.0
baseline-no-lock-seed-6,False,6,baseline_no_lock_seed_1_30,baseline-no-lock,3,2,check_starting_data_search_exhausted,0,False,False,33d8673e84901196f561ec2418bcd9bab6283c203e820d57617f7ae7bb41b509,a79ab7f79d804b0341dc028c497509ff3b9ae3992f1e1878e5a86726ed9e96c3,a7d6c862a0371736b483c347e9adcc428d3278f7ff8ba8819f80faa62ed4c94b,0,72,72,1.0,326.0,362.5,364.5,322.0,641.0,1009.0,906.0,335.0,1323.0,1323.0,365.0,467.5,512.0,512.0,837.0,301.0,871.0,-247.5,-256.5,120.0,106.5,-1009.0,779.0,744.0,1240.0,808.0,687.0,1993.0,283.0,2201.0,643.0,-702.5,474.0,404.0,2118.0,688.0,103.0,-17.5,-457.0,1021.0,-861.0,-653.0,-373.0,103.0,17.5,1018.0,135.0,2220.0,314.0,744.0,449.0,206.0,2135.0,804.0,-179.0,1027.0,-778.0,755.0,796.0,738.0,179.0,310.0,310.0,49.5,697.0,786.0,894.5,-367.5,911.0,232.0,499.0,605.0
baseline-no-lock-seed-7,True,7,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,182c59fe70204a4b14b944ac324ea9506603878dbcd1f4cb34d500cac35c2501,6cbd5faf6f2be32d560a88c21e5489f7b27b4da48e4bbd152ccb401e6efac8c7,257a224da58311fe6b767ab5eab065b1505996af5e275e63eb59eea3d6748257,1,72,72,1.0,214.0,112.5,370.0,471.0,505.0,362.0,184.0,166.0,711.0,711.0,566.0,309.5,454.0,454.0,830.0,167.5,-910.0,-263.0,-391.5,-536.0,1.5,362.0,-1005.0,-816.0,501.0,272.0,325.0,1909.0,633.0,1921.0,434.0,-382.5,693.0,20.0,1830.0,271.0,-109.0,428.5,167.0,-693.0,-38.0,-26.0,-9.0,109.0,428.5,585.0,392.0,2117.0,355.0,735.0,393.0,684.0,2085.0,-1093.0,-370.0,-714.0,53.0,562.0,700.5,727.0,370.0,585.0,585.0,163.5,-779.0,-692.0,-728.5,-527.5,-727.0,385.0,471.0,74.0
baseline-no-lock-seed-8,True,8,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,35b9539c6a501dc328d319fb5f8fbc0dbcbd5d16deaf2c2705f5ef30a375ea48,24e92b60f4d65d866ec5815749e7411a331bb40280fba5e5a2660442d660d256,1061f451d229eb5eac7d860235d7996e75f129ad1e244bc91bfb6c0d33bc9e38,1,72,72,1.0,317.0,41.0,244.5,227.0,413.0,764.0,156.0,211.0,1157.0,1157.0,265.0,620.0,675.0,675.0,665.0,323.5,-665.0,8.5,-298.5,-118.0,63.0,764.0,-755.0,-652.0,107.0,370.0,412.0,1447.0,325.0,1797.0,237.0,92.0,313.0,387.0,1705.0,439.0,-477.0,36.5,-199.0,-617.0,-651.0,-301.0,-370.0,477.0,36.5,191.0,353.0,1613.0,-393.0,589.0,86.0,297.0,1521.0,-920.0,-204.0,-533.0,-559.0,505.0,544.5,591.0,204.0,495.0,495.0,487.0,-329.0,-245.0,-349.0,-317.5,-449.0,273.0,56.0,70.0
baseline-no-lock-seed-9,True,9,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,bc9e3073f67fdf56c419f10091d062dd3db76e8ec555ed2223b0e60ab2768fd2,653c89b48ef64c0074ddf4587ebdeb906eb9663ee70d7a23a37d7d9173f18190,f523f9f3e9c277d8617f7dd50e00132e990f0db927461314d0c258e986bbc3fc,1,72,72,1.0,265.0,475.0,67.0,411.0,472.0,227.0,163.0,424.0,329.0,329.0,15.0,-488.0,227.0,227.0,102.0,-194.0,337.0,-494.0,-210.5,72.0,-56.0,-227.0,498.0,403.0,400.0,824.0,818.0,1894.0,161.0,1824.0,462.0,-297.5,461.0,51.0,1728.0,647.0,-377.0,83.0,-51.0,705.0,-114.0,-184.0,-138.0,377.0,83.0,312.0,227.0,1802.0,74.0,31.0,168.0,2.0,1712.0,411.0,-340.0,623.0,-18.0,209.0,112.0,117.0,340.0,182.0,182.0,476.0,314.0,401.0,320.5,-356.0,411.0,492.0,23.0,273.0
baseline-no-lock-seed-10,True,10,baseline_no_lock_seed_1_30,baseline-no-lock,3,0,none,0,True,True,d7923a7193229c9834e790e3b17bcf65bfb9c600c26782447fc6b52415af4855,4995c46d976325d69fea06c801547978c9d1e5fae726844976e5309c8d959249,4a0e52287e8cb4e5e5c16e83984a279a36cbcc27317cc28079223802080acb88,1,72,72,1.0,153.0,202.5,273.0,67.0,256.0,204.0,211.0,108.0,896.0,896.0,605.0,306.5,637.0,637.0,707.0,34.0,-299.0,-486.5,-277.0,372.0,-64.5,204.0,-84.0,-210.0,89.0,615.0,670.0,1935.0,497.0,2023.0,808.0,-387.0,436.0,588.0,1978.0,607.0,-271.0,-441.5,-286.0,53.0,200.0,288.0,-196.0,271.0,441.5,48.0,337.0,1980.0,94.0,612.0,342.0,276.0,1985.0,-169.0,-233.0,-28.0,245.0,429.0,472.5,253.0,233.0,138.0,138.0,171.5,-186.0,-56.0,-164.5,-99.0,-191.0,18.0,429.0,461.0
