experiment_id,metrics_group,metric_sample,metric_status,hardware_pass,seed,run_group,variant,payload_version,fail_reasons,state_calibrate,instruction_address,calib_complete,bist_done,wrong_read_data,abort_seen,abort_reason,abort_reason_name,abort_lane,abort_state,abort_instruction,abort_start_index_check,abort_lane_write_dq_late,abort_lane_read_dq_early,abort_dq_target_index,abort_data_start_index,idelay_data_tap_mismatch_seen,idelay_dqs_tap_mismatch_seen,data_mismatch_lane_mask,dqs_mismatch_lane_mask,bitstream_sha256,sdf_sha256,nextpnr_json_sha256,result_json,nextpnr_json,cvc_sdf,interpretation,family,lane,bit,control_bit,endpoint,source_cell,sink_cell,source_bel,sink_bel,source_to_sink_manhattan
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,clocking,all,,,endpoint,clk_wiz_inst.plle2_adv_inst,clk_wiz_inst.plle2_adv_inst,PLLE2_ADV_X0Y3/PLLE2_ADV,PLLE2_ADV_X0Y3/PLLE2_ADV,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq0,,dq0.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[0].genblk1.IOBUF_data$subcell$OBUFT,ddr3_dq[0],IOB_X0Y13/IOB33/OUTBUF,IOB_X0Y13/IOB33/PAD,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq0,,dq0.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[0].genblk1.IOBUF_data$subcell$OBUFT,ddr3_top_inst.ddr3_phy_inst.genblk5[0].genblk1.IOBUF_data$subcell$IBUF,IOB_X0Y13/IOB33/OUTBUF,IOB_X0Y13/IOB33/INBUF_EN,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq1,,dq1.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[1].genblk1.IOBUF_data$subcell$OBUFT,ddr3_dq[1],IOB_X0Y14/IOB33/OUTBUF,IOB_X0Y14/IOB33/PAD,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq1,,dq1.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[1].genblk1.IOBUF_data$subcell$OBUFT,ddr3_top_inst.ddr3_phy_inst.genblk5[1].genblk1.IOBUF_data$subcell$IBUF,IOB_X0Y14/IOB33/OUTBUF,IOB_X0Y14/IOB33/INBUF_EN,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq2,,dq2.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[2].genblk1.IOBUF_data$subcell$OBUFT,ddr3_dq[2],IOB_X0Y16/IOB33/OUTBUF,IOB_X0Y16/IOB33/PAD,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq2,,dq2.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[2].genblk1.IOBUF_data$subcell$OBUFT,ddr3_top_inst.ddr3_phy_inst.genblk5[2].genblk1.IOBUF_data$subcell$IBUF,IOB_X0Y16/IOB33/OUTBUF,IOB_X0Y16/IOB33/INBUF_EN,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq3,,dq3.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[3].genblk1.IOBUF_data$subcell$OBUFT,ddr3_dq[3],IOB_X0Y21/IOB33/OUTBUF,IOB_X0Y21/IOB33/PAD,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq3,,dq3.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[3].genblk1.IOBUF_data$subcell$OBUFT,ddr3_top_inst.ddr3_phy_inst.genblk5[3].genblk1.IOBUF_data$subcell$IBUF,IOB_X0Y21/IOB33/OUTBUF,IOB_X0Y21/IOB33/INBUF_EN,0.0
cntvaluein3-skew-locked-seed1,cntvaluein3-lock-heldout-long-poll,cntvaluein3-skew-locked-seed1,pass,True,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,3,,23,22,True,True,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,d044698e11789aafc1d5b7058191180b9d8c043d86a7470109e7e80925a3d844,7d3d365d8f590abce1bd8a8120e82553baeb80932cb4808e42a01e3dbef7be0c,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1,dq_iologic,lane0,dq4,,dq4.endpoint,ddr3_top_inst.ddr3_phy_inst.genblk5[4].genblk1.IOBUF_data$subcell$OBUFT,ddr3_dq[4],IOB_X0Y15/IOB33/OUTBUF,IOB_X0Y15/IOB33/PAD,0.0
